微博id,微博正文,原始图片url,发布位置,发布时间,发布工具,点赞数,转发数,评论数
ztQSkvg1V,前段时间，有人对linux下ZFS和EXT4的性能做过一个比较，结果是EXT4完胜，但那是在最简单的单盘配置情况下。如果将ZFS的优势在更好配置的情况下充分发挥出来呢？这个22块硬盘的配置测试中，ZFS胜出：http://t.cn/zTSWmaQ（一般来说，对于简单的配置，软件能提升的余地有限，但好软件可以协调很多硬件）  ,无,无,2013-04-26 01:37,微博 weibo.com,0,1,3
ztQ8bhvnh,假如还在上世纪初……  原图 ,http://ww3.sinaimg.cn/large/6fc85a2fjw1e42agybjsnj20h80cbjti.jpg,无,2013-04-25 23:43,微博 weibo.com,0,2,0
ztPOu0itx,护城河边的时间  原图 ,http://ww2.sinaimg.cn/large/6fc85a2fjw1e4292clakpj20sg0lcdnw.jpg,无,2013-04-25 22:54,微博 weibo.com,0,1,0
ztPN7cF1H,休息时刻  原图 ,http://ww4.sinaimg.cn/large/6fc85a2fjw1e428yxo12bj20sg0lc7ad.jpg,无,2013-04-25 22:51,微博 weibo.com,0,0,3
ztPH05sJk,角楼  原图 ,http://ww4.sinaimg.cn/large/6fc85a2fjw1e428j7l7ijj20sg0lc7cd.jpg,无,2013-04-25 22:36,微博 weibo.com,1,2,4
ztP35D4VO,角楼  原图 ,http://ww1.sinaimg.cn/large/6fc85a2fjw1e425ow9l4xj20sg0lc7ch.jpg,无,2013-04-25 20:57,微博 weibo.com,0,1,5
ztIxykDKu,我怎么证明自己不是一段代码呢？  ,无,无,2013-04-25 04:23,微博 weibo.com,1,5,8
ztGPiBtAJ,下班路上  原图 ,http://ww3.sinaimg.cn/large/6fc85a2fjw1e415e58lipj20sg0lcdl3.jpg,无,2013-04-25 00:02,微博 weibo.com,0,1,3
ztyGE9IyZ,UI端的编程一直存在使用script语言的方式。实际上，UI编程，*快速*看到代码带来的效果很重要，程序作为一小片一小片片段*灵活*运行和“调试”的能力也很重要。同时，UI与业务逻辑和数据模式可以相对隔远点，就是说，语言有无静态类型也显得不那么重要了。考虑到HTML5+JavaScript的进展，或者是时候了。  ,无,无,2013-04-24 03:18,微博 weibo.com,0,1,1
ztv5BpUtz,吸了一天的雾霾，喉和胸明显觉得难受。必须离开北京了。开始认真规划。  ,无,无,2013-04-23 18:09,诺基亚808纯景,3,2,6
ztq0CCcQ5,每当夜色将尽，就该是我去睡的时候，我是不是生活在世界的另一面。  ,无,无,2013-04-23 05:13,微博 weibo.com,1,0,10
ztpXtjLU3,Jonas对actor的角色总结得不错。Actor可以替代：1、线程；2、对象实例或组件；3、回调或侦听者；4、单例或服务；5、路由、负载均衡器或池；6、JavaEE中的Session或Message Bean。  ,无,无,2013-04-23 05:05,微博 weibo.com,0,10,1
ztpSRhTdB,刚刚从Twitter上看到一个有趣的设定：把代码的宽度设成118个字符，因为这是github diff view的宽度。有道理。  ,无,无,2013-04-23 04:54,微博 weibo.com,0,6,0
ztpzOcxtZ,"Scalaz是一套函数式编程的Scala库（也许是周知了），实现了纯函数的Functor, Monad等类型及其相关的数据结构实例。我想介绍的是一篇不错的Scalaz的入门文章，是日本的eed3si9n写的：http://t.cn/zT6BXxO；正好也有一篇有关Functor, Monad的图文兼茂的入门文章：adit.io  ",无,无,2013-04-23 04:07,微博 weibo.com,0,23,4
ztgtp8WYK,有那么一刹那，我想在个角落里静静看一会。但我遍寻一遍，却找不到那个角落。  ,无,无,2013-04-22 04:56,微博 weibo.com,0,1,3
zsX4odFMm,等待天黑  原图 ,http://ww3.sinaimg.cn/large/6fc85a2fjw1e3vjdwbjrzj20sg0lc15y.jpg,无,2013-04-20 03:32,微博 weibo.com,1,0,0
zsX0O2l2t,死角  原图 ,http://ww3.sinaimg.cn/large/6fc85a2fjw1e3vj4rp218j20lc0sgdo4.jpg,无,2013-04-20 03:24,微博 weibo.com,0,0,0
zsNZR0IA4,沪深300指数系统。定义了几种输入后，得到了输出。对这几组输入/输出结果的判断是它还不够用来设计一个稳定获利的系统。照例我现在陷入了一个困境：我想寻找简单的控制参数，但目前的参数调节余量不够；而如果复杂化，系统的稳定性又会变得很难控。这样的困境是一种普遍现象，打破它永远是一种挑战。  原图 ,http://ww3.sinaimg.cn/large/6fc85a2fgw1e3ufbt8xcjj.jpg,无,2013-04-19 04:26,微博 weibo.com,0,1,10
zsM4AjrA5,越发觉得可以定义一套全新的语法，然后解析为Scala的语法树，再利用Scala的编译器，就可以出来一门“新”的语言。比如，我可以把它搞得有点象Erlang。  ,无,无,2013-04-18 23:33,微博 weibo.com,1,1,2
zsKKf6aVa,上周末的日坛  原图 ,http://ww2.sinaimg.cn/large/6fc85a2fjw1e3u0yys3o1j.jpg,无,2013-04-18 20:10,微博 weibo.com,0,0,0
zsKITtjMY,下班  原图 ,http://ww4.sinaimg.cn/large/6fc85a2fjw1e3u0vf0qn4j.jpg,无,2013-04-18 20:06,微博 weibo.com,0,0,2
zsKzn5mxD,以后要改成这样：x月x日xx报刊登的《xxxxx》一文，经核实，此报道为真实新闻。  ,无,无,2013-04-18 19:43,微博 weibo.com,0,0,0
zsA4qbdP0,关于骑行选车，这篇文章简明不错：http://t.cn/adkwvv  ,无,无,2013-04-17 16:59,微博 weibo.com,0,2,1
zszj5lgnE,骑行上班第二天。距离大约在7、8公里，85%的路段是长安街，骑行时间35分钟（步行+地铁要1小时）。因为沿途路况好，又想骑得悠闲点，不追求速度，加上防偷是必须考虑的（上班地点有自行车库，回家时则放阳台上），所以买的是轻便小巧的20吋小轮车。  原图 ,http://ww1.sinaimg.cn/large/6fc85a2fjw1e3smh9shfcj.jpg,无,2013-04-17 15:03,微博 weibo.com,1,1,16
zsiGOxrLH,网上看到一组山寨发明的图片，就跟编程语言胡乱做了些联系。  原图 ,http://ww2.sinaimg.cn/large/6fc85a2fjw1e3ql2qaqfej.jpg,无,2013-04-15 20:44,微博 weibo.com,0,7,6
zsin8anjT,别人问我现在锻不锻炼，我说会去游泳，一年一次；会去打乒乓球，一年一次；会去滑雪，一年一次。不过今天，我买了部自行车，以后每天骑车上班，一天两次，每次30-40分钟。  ,无,无,2013-04-15 19:56,微博 weibo.com,1,1,6
zs2fG0ZVD,在很多年前Open Quark的CAL后，我注意到一个最近的把Haskell移植到JVM的努力：Frege。我在想，考虑到Scala对各种语言属性相对比较全面的涵括，在多大程度上能通过将Haskell的语法转换为Scala的语法树，然后利用Scala的编译器比较简单地做到这一点。（这里，Scala对class file的扩充tag是不可缺的）  ,无,无,2013-04-14 02:54,微博 weibo.com,0,0,4
zrXLn2Pk6,就在一瞬间，我看见一条鱼从石头上跳到了池塘里。  ,无,无,2013-04-13 15:28,诺基亚808纯景,0,1,12
zrJtwwA55,是挺晚了。我轻拍了一下自己的额头，就看见很多星星跑到了我的跟前，还来不及说话就又不见了。睡……  ,无,无,2013-04-12 03:06,微博 weibo.com,0,0,3
zrHeUpDnj,最近的梦，都在睡来前及时把不管多莫名其妙的任务完成了。  ,无,无,2013-04-11 21:24,诺基亚808纯景,0,0,4
zrFKpvGVk,当电梯的按钮有3排时，我做不到一眼找出要按的号码。  ,无,无,2013-04-11 17:36,诺基亚808纯景,0,0,3
zrpR0tx0W,一个系统，有300个参数，目标是一个稳定的输出。显然我需要合并、归约掉很多参数，这种合并、归约不是简单地砍掉一些，而是要想办法把它们变换到一个能揭示其本质的空间，然后合理地合并、归约。我把它又当一个黑盒，先从各种角度试试它的动态响应。  ,无,无,2013-04-10 01:08,微博 weibo.com,0,0,4
zrlNhtNLl,看着一堆公式，推想它们在市场上运算的结果，一不小心会陷入错觉，因为，我必须意识到，这些“函数”，必须在合适的时点与市场做IO，才能真正实现利润，这个利润，是这个由一系列函数构成的系统的副作用，这个副作用，可能抹平了一部分市场的不均衡，但，它同时也可能导致市场产生了新的不均衡（转移）  ,无,无,2013-04-09 14:48,微博 weibo.com,0,1,1
zrg7MkDbr,挂绿  原图 ,http://ww4.sinaimg.cn/large/6fc85a2fjw1e3io2qb62ij.jpg,无,2013-04-09 00:22,微博 weibo.com,0,0,0
zrg7lr0Mm,夕阳  原图 ,http://ww2.sinaimg.cn/large/6fc85a2fjw1e3io19b5qqj.jpg,无,2013-04-09 00:21,微博 weibo.com,0,0,0
zr5Nn4Crf,差不多十年没怎么用Linux了，用了几天gentoo，开始喜欢，大概因为我从*BSD过来。  ,无,无,2013-04-07 22:05,微博 weibo.com,2,0,6
zqW3Fo9k3,有的东西因为简单而简单（通常需要一个复杂的大脑），有的东西因为复杂而简单（只需要一个简单的大脑）  ,无,无,2013-04-06 21:17,微博 weibo.com,0,1,2
zqMNAcmpJ,#非典记忆# 十年前我正好在北京，然后去了趟南昌。南昌机场的人两米开外用仪器扫我们，还登记去向。酒店空空如也，茶几上的南昌晚报登着口号：“举报外地人有功！”。心惊之际接到政府人员电话落实去向。两日后返京，南昌方面电话追来要求提供接触人员名单，我拒。  ,无,无,2013-04-05 21:43,微博 weibo.com,0,1,3
zqEyUcMfP,#gentoo# 一不小心搞错了一个USE flag，只好update整个世界。  ,无,无,2013-04-05 00:45,微博 weibo.com,0,0,6
zqBYHgldt,我的下一部笔记本考虑用DELL的能上32G内存的工作站，今天先在VirtualBox上装装Gentoo。  ,无,无,2013-04-04 18:10,微博 weibo.com,0,5,17
zqsm8d8eX,在书店遇到一个乌鲁木齐的中年程序员，找PB和Delphi的书不得。言谈中他的小公司为小企业和政府开发管理系统已历十年，PB和Delphi简单直接。他问我他们过时了吗？我说不会，不是还有好的客户吗。除非有一天，网络真正统治了世界的每一个角落。  ,无,无,2013-04-03 17:40,诺基亚808纯景,0,6,11
zpwyH8EzZ,长安街上的树还没有发芽，但它们好象已经摆好了姿势。  ,无,无,2013-03-28 14:32,诺基亚808纯景,0,0,1
zpnDmvrSH,我不知道这里的语言出了什么问题，文字出了什么问题，我现在很多时间愿意看平实的编程文字。  ,无,无,2013-03-27 15:49,诺基亚808纯景,0,0,2
zp2b1vIDU,我们的金融计算平台原计划使用NetBSD，但因为硬件支持的原因而改用了FreeBSD。也许有一天，这个平台能完全移到Amazon的EC2上运行，这样就不再有硬件的Drive问题。NetBSD自2011年就能在Amazon EC2作为实例运行：http://t.cn/zTv2Z1A  ,无,无,2013-03-25 09:11,微博 weibo.com,1,2,12
zp22m2lWo,20年前的3月21日，Chris Demetriou完成了NetBSD CVS的第一个提交，这是NetBSD的生日。我在网上搜到了1998年初提交给NetBSD的第一个Patch──修复NetBSD 1.3不能在我的IBM笔记本电脑软驱上启动的问题。  ,无,无,2013-03-25 08:50,微博 weibo.com,1,1,2
zoXByvsa8,买了《数论与密码》、《不断持续的幻觉》、《Conceptual Physics》。想看《数论与密码》中有关整除和可计算性的内容；《不断持续的幻觉》是一组爱因斯坦的文集；很喜欢《Conceptual Physics》，一本很生动吸引的物理教材。  ,无,无,2013-03-24 21:33,微博 weibo.com,1,3,4
zoVe61KRI,继续复制沪深300。修正一些数据后基本吻合了，在不考虑交易成本简单复制的情况下有一个年率为2.2%左右的Alpha(图)，可能跟红利(为主)、误差及其它待定因素有关。实际上沪深300指数的设计(分红时不做调整，让指数自然回落)给想长期持有但希望无风险享受红利的资金带来了可能，不过国内分红少，税收高。  原图 ,http://ww2.sinaimg.cn/large/6fc85a2fjw1e30wdrf2skj.jpg,无,2013-03-24 15:30,微博 weibo.com,1,0,6
zoMMR7LA3,楼下的玉兰花开了  原图 ,http://ww3.sinaimg.cn/large/6fc85a2fjw1e2zv4lxvpej.jpg,无,2013-03-23 18:01,微博 weibo.com,2,0,0
zoMMz6uTE,一半是春天  原图 ,http://ww3.sinaimg.cn/large/6fc85a2fjw1e2zv3gcegcj.jpg,无,2013-03-23 18:00,微博 weibo.com,1,0,6
zoET6Dq1P,我的困意，有如滔滔江水，绵延不绝…  ,无,无,2013-03-22 21:54,诺基亚808纯景,0,0,0
zovsKFpde,受保护的避雷针  原图 ,http://ww2.sinaimg.cn/large/6fc85a2fjw1e2xqmx9fmtj.jpg,无,2013-03-21 21:54,微博 weibo.com,0,0,0
zovrHEyNB,夕阳下的铜  原图 ,http://ww3.sinaimg.cn/large/6fc85a2fjw1e2xqk7kb8bj.jpg,无,2013-03-21 21:52,微博 weibo.com,1,0,0
zouIT9riz,正在思考的策略首先要考虑沪深300指数的复制。先写了段简单的复制算法，因为有些细节还没考虑进去，出来一些假的Alpha，怎么解释本身就是一个很有意思的问题。比如，它可能来自：1、分红；2、权重误差导致的现金替代在单边下跌市里的盈利。  ,无,无,2013-03-21 20:01,微博 weibo.com,0,0,0
zohr77DGY,似曾梨花开  原图 ,http://ww1.sinaimg.cn/large/6fc85a2fjw1e2w0pslo1fj.jpg,无,2013-03-20 10:12,微博 weibo.com,0,1,0
zobMIzXq3,一夜之内，暖水管里的热水全部撤退，寒冷重新占据房间。  ,无,无,2013-03-19 19:49,诺基亚808纯景,0,1,3
zo3gl79hs,用了三天时间，每天18个小时查bug，最后确定是Scala 2.10.x带来的，隐藏得很深，等有时间写一段最小重现代码，然后提交。  ,无,无,2013-03-18 22:07,微博 weibo.com,3,6,7
znXQcmsCg,新浪微博的网页版出什么问题了么？我现在先翻墙到国外，然后再绕回来的。  ,无,无,2013-03-18 08:19,微博 weibo.com,0,1,1
znOqIrCCi,这个Scala的交易平台现在有1377个Scala源文件，14万2千多行Scala代码+5万行注释，以及部分Java代码，完全编译一次要1个多小时。  ,无,无,2013-03-17 08:21,微博 weibo.com,1,8,20
znyK6d66E,风、风、大风、大风、大风  ,无,无,2013-03-15 16:25,微博 weibo.com,0,1,6
znh4dkAwm,每到两会，就总能见到一些形迹可疑的人，戴着红袖套，晃来晃去。  ,无,无,2013-03-13 19:25,诺基亚808纯景,0,0,3
zngRYw7HH,在地铁上，都是不认识的人，也看不到外面。车晃晃悠悠，有些困，抬头突然想不起自己在哪、要去哪。  ,无,无,2013-03-13 18:55,诺基亚808纯景,0,2,12
zna7l6uK6,NetBeans Scala plugin已经通过了NetBeans的官方审核，可以在7.2和7.3版本的nb上直接通过Update Center安装或者升级了。  ,无,无,2013-03-13 01:44,微博 weibo.com,2,4,2
zn2wb2uPK,Scala的开发在github上吸引了一批开放、睿智的人，与过去的Java或者OpenJDK不同，这是一个真正开放和促进的平台，而Martin又有足够的感召力和胸怀。  ,无,无,2013-03-12 06:23,微博 weibo.com,1,0,0
zn2n9EKj0,S表达式，方便了写编译器的人，但苦了写应用的人。程序是给计算机执行的，但，是人写的、写给人阅读、理解、排错、承接、纪录的。越高阶的计算机语言越试图接近自然语言。我们要处理的问题多复杂，自然语言就会多复杂。语言的目的是方便我们认识和思考世界。把困难留给写编译器的人，无疑是合算的。  ,无,无,2013-03-12 06:01,微博 weibo.com,0,3,4
zn1ITlkzG,刚刚打开java.net，首页上Java News的五篇文章，居然三篇与Scala有关。国内的同学们，该跟上了。  原图 ,http://ww2.sinaimg.cn/large/6fc85a2fjw1e2mhme96rij.jpg,无,2013-03-12 04:21,微博 weibo.com,1,7,2
zn1yLq1LS,akka的TypedActor中定义的方法是通过反射来调用，如果用JDK7的invokeDynamic/MethodHandle来实现，性能能达到满意的程度吗？这是我最近在考虑的问题。初步比较，MethodHandle耗时是直接调用的2.5倍，而反射则是15倍。2.5倍的时间还在可接受的范围内。随着JDK7性能的提高，我在用更多的Function Style。  ,无,无,2013-03-12 03:56,微博 weibo.com,0,0,1
zn0V6EbwE,(续) 最新的意见：1、可以考虑自动将JDK7的class二进制文件中涉及invokedynamic的指令转换为JDK6下的形态；2、应该将压力推给Google，让他们尽快实现这个bytecode。  ,无,无,2013-03-12 02:19,微博 weibo.com,0,0,1
zn0SsE3Cm,scala-internal关于2.11是否要移到JDK7的讨论，主要是Scala想用MethodHandles来编译函数（目前是编译成匿名类）以提高性能。这涉及到JDK7中新增的invokedynamic bytecode，也就是说，编译的类将不能在JDK6的VM上运行。疑虑主要来自Android的开发者，因为Google到目前尚未有支持invokedynamic（待续）  ,无,无,2013-03-12 02:12,微博 weibo.com,0,1,2
zmTbrqLjr,刚注意到NetBeans Clojure plugin - Enclojure的作者Eric Thorsen决定放弃这个项目，原因在于：已经18个月没有后续的开发，作为第一作者我也不能再继续投入，期间也没有任何人象我希望的那样跟进Clojure的最新进展。我能体会他的孤独感。  ,无,无,2013-03-11 06:37,微博 weibo.com,0,12,7
zmQn5sdZe,想象以后的电脑，就做在一把键盘上，画面腾空投射在面前，出门只带这把键盘。  ,无,无,2013-03-10 23:27,微博 weibo.com,0,1,3
zmPLE5Nmu,打火机没了。  原图 ,http://ww4.sinaimg.cn/large/6fc85a2fjw1e2l0unm7rzj.jpg,无,2013-03-10 21:55,微博 weibo.com,0,1,6
zmGTryAiB,我们眼中的万物，包括我们自己，都是人的意识中的Cache。佛是伟大的，通过理性到达唯心主义的先辈们也是伟大的。  ,无,无,2013-03-09 23:20,微博 weibo.com,0,6,8
zmwHlmvKg,NetBeans Scala plugin 1.6.1发布。使用了Scala 2.10.1的内置交互编译器，这个编译器增加了对多线程访问时的冲突检测，据此我对IDE（UI会有很多多线程访问）做了很多修复，编译展现的结果稳定了很多。另外就是每个项目可以单独打开Scala console，直接引入了项目classpath；sbt项目的支持也较完美了。  ,无,无,2013-03-08 21:22,微博 weibo.com,1,7,3
zmw8OejAD,打包上传Scala plugin for NetBeans的新版本……  ,无,无,2013-03-08 19:57,微博 weibo.com,0,1,0
zme7ZgQL4,通常的投机倒卖，会把物资从价低丰富的地方搬到价高稀缺的地方，客观上起一种平衡的力量。但房子不同，你不能把房子从便宜的地方搬到北上广，所以房地产投机客观上起到的是推进泡沫的作用。这个泡沫还会把增发的货币沉淀下来，让通胀变得更加隐蔽，但这种隐性通胀无法通过市场力量渐进修复，只能爆发。  ,无,无,2013-03-06 22:06,微博 weibo.com,0,4,1
zmdTIhqui,Twitter上片片断断的信息，我有一种很强的感觉，互联网、移动、计算重构我们的生活只刚刚开了个小头，即便是最有想象力的科幻，也可能只看到了十之二、一。  ,无,无,2013-03-06 21:31,微博 weibo.com,0,1,9
zmdu4eGEm,今晚再用新的NetBeans+Scala写一部分代码，如果没问题，就发布。  ,无,无,2013-03-06 20:27,微博 weibo.com,0,0,1
zm8hQjA0w,这个社会没有底线，人性已失，要修复至少需要三代人、五十年。  ,无,无,2013-03-06 07:14,微博 weibo.com,0,2,4
zlZ56hXa5,这个bug，再发展下去就要把我的键盘吃掉了，好在我在它刚吃掉屏幕时抓住了它。  ,无,无,2013-03-05 07:47,诺基亚808纯景,0,0,0
zlV6YqTRi,楼里楼外，今天房产中介的人看起来很忙。  ,无,无,2013-03-04 21:41,微博 weibo.com,0,0,0
zlOiVrgjz,三菱在用Scala。(来自twiiter用户ikeike443)  原图 ,http://ww2.sinaimg.cn/large/6fc85a2fjw1e2d8og27wtj.jpg,无,2013-03-04 04:21,微博 weibo.com,0,3,6
zlMcuqaIW,午夜的信号灯  原图 ,http://ww4.sinaimg.cn/large/6fc85a2fjw1e2cze2cji2j.jpg,无,2013-03-03 23:00,微博 weibo.com,0,1,3
zlLll6rXU,人不能两次踏入同一条河流。传递状态，有时传递一份副本是很必要的。其实我完全同意Erlang的哲学，在几乎所有方面。  ,无,无,2013-03-03 20:49,微博 weibo.com,1,20,7
zlBaNc8lN,完成了NetBeans的Scala插件新版发布前的最后一个功能：在Scala console下，按'.'会触发智能提示菜单（模拟发了一个tab键）。后台的编译器现在使用了Scala 2.10.1-RC2的，清理了一系列可能导致编译状态冲突的地方。使用一星期后正式发布。  ,无,无,2013-03-02 18:56,微博 weibo.com,0,1,0
zlw7c7Wwa,（续）直到即将发布的2.10.1，在交互式编译器中加入对访问时的线程的检测，在可能引起冲突的地方，只能通过编译器自己维护的一个线程访问，这个线程设计成了流水线，所有的任务排队串行完成（听起来象Actor），代码简单直接，有遇到类似场景的同学可以借鉴：http://t.cn/zYTt2NZ，http://t.cn/zYTtL1P  ,无,无,2013-03-02 06:03,微博 weibo.com,0,0,0
zlw3zfu4U,编译器要编译自己用到的库（蛋鸡问题），所以尽量使用简单直接的类。Scala的交互编译器为了性能而使用了很多延迟求值的技巧，也带来了多线程访问时的竞争问题。我已经注意到这种冲突带来的AST偶然会出现问题，多线程居然也会困扰到Odersky，因为基于前面的原因，他不会在编译器中用Actor。（待续）  ,无,无,2013-03-02 05:54,微博 weibo.com,0,0,0
zlmixoXBn,程序的Bug是这样一种东西，它是由程序员创造的隐藏在程序里的潜意识，能以光速传播。越高级的程序员创造出的bug越高级，隐藏得越深，也越深刻。程序员的日常工作就是创造bug并通过bug与世界各地的程序员潜意识交流。程序员创造bug的额外收获是有借口加班好躲避世事，并在发现bug时获得一种奇怪的快意。  ,无,无,2013-03-01 05:03,微博 weibo.com,1,4,2
zlmhWc7BM,人类制造的任何武器对雾霾都没有用，只要稍有抵抗雾霾就蜂拥而至。雾霾军团的特征就是，不具有任何战略性的军事目标，没有任何可卡断的补给线、可暗杀的将军以及加以炮击的本部，战争仅几周就以雾霾的胜利结束了。人类创建的国度就这样灭亡，雾霾们开始了将人界转化为雾霾世界的The Burn。  ,无,无,2013-03-01 05:02,微博 weibo.com,0,1,0
zlmhTeNNv,那些繁荣景象的城市，天变得昏暗不堪，雾霾从一个城市吹到另一个城市，聚集力量，在人界成功地分散隐形为Harbinger，并且隐秘的向GDP集中的地点移动，当他们终于通过搭建巨大的Hell gate大举侵入时，人界都没来得及采取真正意义上的抵抗，就无力地倒下去了。（待续）  ,无,无,2013-03-01 05:02,微博 weibo.com,0,2,0
zljEItoGh,现在不仅仅是老虎和苍蝇的问题，满地的猴子怎么办？  ,无,无,2013-02-28 22:20,微博 weibo.com,0,0,3
zldcb35Ja,NetBeans的这轮开发，在某些方面又赶上或超过去了IntelliJ和Eclipse，我也累了，也该转回交易平台了。除了日子排着队等我执行，还有好多事也是呐。  ,无,无,2013-02-28 05:53,微博 weibo.com,0,2,2
zld4I0xDt,sbt和Scala分别用jline1和jline2，在Windows下不兼容。昨天Windows下的问题来自jansi DLL文件加载出错，原因各式各样。想了半天，其实我实现的是个伪终端，全设成UnixTerminal也可以的，但jline在init时会调stty命令，Windows下会失败。最后想到的是cheat它，sh stty改成cmd /c echo，让它exec，行了。  ,无,无,2013-02-28 05:35,微博 weibo.com,1,0,4
zl3FdtT60,胡同 · 月夜  原图 ,http://ww3.sinaimg.cn/large/6fc85a2fjw1e27irs2zswj.jpg,无,2013-02-27 05:37,微博 weibo.com,0,0,3
zl3kdx7GF,Scala for NetBeans准备发一个新版本，想请有兴趣的同学先帮着测测，特别是Windows下Scala console和sbt console。需要在github上自己clone回来build。环境要求：Scala 2.10.0，NetBeans 7.x。github上的地址：http://t.cn/zYWmHra。反馈请在本条下评论。谢谢。  ,无,无,2013-02-27 04:45,微博 weibo.com,0,4,2
zkUVnAOPe,"又是一个不眠夜。NetBeans下的Scala console现在是项目关联，右键点击项目，跳出菜单中选""Open Scala Console""，打开的console会自动把项目的classpath加进去，这样就可以交互式地import项目中的类，new它，运行它的方法，即刻看到结果。所有的Scala、sbt和maven项目都可以。Java的项目明天也可以。  ",无,无,2013-02-26 07:22,微博 weibo.com,1,3,1
zkPDSxQMm,花了几天hack JLine实现的交互终端在Swing下的集成，目标是为了实现一个NetBeans下更好的Scala console，这个目标终于接近完成。现在，在NetBeans下Scala和sbt的console共用了同一个实现，并且按下tab键后，会捕捉console输出的候选内容，然后用一个popup菜单显示出来──真正的auto-completion。  原图 ,http://ww4.sinaimg.cn/large/6fc85a2fjw1e25sv9yfd1j.jpg,无,2013-02-25 17:55,微博 weibo.com,0,5,0
zkJFeraT1,"sbt的console，运行在外在进程，NetBeans只能与它通过stdin, stdout流异步通讯。这很象个黑盒，你唯一能做的，就是往流中输入一些串，从流中读出一些串，没有直接的方法判断它内部的状态，比如，是否正在等待用户输入等。对这样的黑盒，我从来都有兴趣。现在我已可以准确捕获命令输出，完成自动补齐。  ",无,无,2013-02-25 02:42,微博 weibo.com,0,1,0
zkwdccSAz,JVM下的语言为了支持命令行下的交互模式，大多用了JLine来实现命令行编辑和调出命令历史等，包括Scala，JRuby，Jython，Clojure等。对于支持ANSI终端的操作系统，JLine表现正常，而对于象Windows不支持ANSI的环境，就有各种问题了。sbt在NetBeans下的终端表现也这样，除了Windows，现在都正常了。  ,无,无,2013-02-23 16:27,微博 weibo.com,0,3,0
zkuGyCzqr,昨晚写了一段程序，大约7、8百行，处理键盘事件，全凭记忆写的。结果没存盘~~~~~~，醒了。现在起来重写。  ,无,无,2013-02-23 12:34,微博 weibo.com,0,3,9
zkfXYFkva,将金融计算平台的数据端改为HBase，将让我具备处理海量微观数据的能力，在这里我不需要SQL，因为对海量的微观数据，恰恰要从宏观来把握。同时，机器的并行和分布计算能力变得极为重要。。。现在好像万事具备，只欠点什么，是什么呢？  ,无,无,2013-02-21 23:06,微博 weibo.com,0,3,20
zk6dzzBSm,月光下面的脸谱  原图 ,http://ww1.sinaimg.cn/large/6fc85a2fjw1e208bf4eosj.jpg,无,2013-02-20 22:17,微博 weibo.com,0,0,1
zk6cWz8en,大酒杯  原图 ,http://ww3.sinaimg.cn/large/6fc85a2fjw1e208a52iysj.jpg,无,2013-02-20 22:15,微博 weibo.com,0,0,5
zk6ctBu8A,就是一个井盖  原图 ,http://ww1.sinaimg.cn/large/6fc85a2fjw1e2088yuehmj.jpg,无,2013-02-20 22:14,微博 weibo.com,0,2,1
zk0Sck79H,sbt的命令行console模拟了终端的行为并借此实现补齐等功能。在NetBeans中出于各种考虑我在一个JTextPane中试图复现它的行为，同时截获它的I/O流来完成一些magic。这部分原来只是简单处理了一下，现在在完善它，就是说，将键盘动作转换为ANSI控制串输往sbt的输入流，同时让sbt的输出流操纵光标位置等。  ,无,无,2013-02-20 08:41,微博 weibo.com,0,0,0
zjOHNaJ3T,上个版本的NetBeans Scala插件，发布正好一年，共有9043套下载。排前面的下载国家分别为美国(1613)、中国(1260)、德国(729)、俄罗斯(653)、日本(433)、法国(328)、波兰(326)、英国(269)、巴西(248)、印度(232)、加拿大(179)、乌克兰(163)、意大利(143)、瑞典(138)。德国、日本和巴西有点出乎我的意料。  ,无,无,2013-02-19 01:42,微博 weibo.com,0,0,0
zjGdt7lPp,以前不太了解信阳，网上找资料看了看，好像还不错。搬那去？找个机会先去看看。  ,无,无,2013-02-18 04:05,微博 weibo.com,0,3,3
zjozRbCgr,春节假期，也抽空对几项感兴趣的技术进一步了解了一下，它们是QNX、LLVM和koka语言，我感兴趣的地方：1、QNX（现在是黑莓的BB10）基于消息传递的进程间通讯模式和透明的分布式机制与Erlang有何相通之处；2、LLVM会在多大程度让跨平台、跨语言不再是问题，JVM会怎么样？3、类JS语法但更像Scala的koka。  ,无,无,2013-02-16 07:11,微博 weibo.com,0,1,2
zjnTKwBKf,自由是人的价值核心，自由意志、自由行为。衡量一个社会的优劣，是它对自由有多大的张力，或者说，它能在多大程度上容纳个体更多的自由而不紧张、失衡、暴力乃至崩溃。我以自由为人生的中心，这当然也包括他人的自由。只有牢牢把握这个中心，才不会迷失自己。每当面临抉择，回归这个中心，才是不如归去  ,无,无,2013-02-16 05:27,微博 weibo.com,1,6,3
zjgkP47sn,手机 vs 平板  原图 ,http://ww2.sinaimg.cn/large/6fc85a2fjw1e1tva1b185j.jpg,无,2013-02-15 10:12,微博 weibo.com,1,0,2
zjgi6jWhf,路口的小事故  原图 ,http://ww3.sinaimg.cn/large/6fc85a2fjw1e1tv322yr5j.jpg,无,2013-02-15 10:05,微博 weibo.com,0,0,2
zjdcp4gvd,Scala for NetBeans (Netbeans 7.x + Scala 2.10.x) 正式发布，下载请到：http://t.cn/zYigI6Y，其中的sbt集成功能请阅读：http://t.cn/zYigI6j  ,无,无,2013-02-15 02:13,微博 weibo.com,0,6,0
