微博id,微博正文,原始图片url,发布位置,发布时间,发布工具,点赞数,转发数,评论数
Ho2DBy7de,不看盘、不看球，今天只看书、只听海。有没有美女无所谓了，整个岛就像个逼，又湿又热，我已经被夹裹。 印度尼西亚·Alila Villas Soori  显示地图 [组图共2张] 原图 ,"http://ww2.sinaimg.cn/large/62e0ba99gy1g1qe17o7etj21400u0dof.jpg,http://ww1.sinaimg.cn/large/62e0ba99gy1g1qe1711gkj20u0140zs2.jpg",印度尼西亚·Alila Villas Soori,2019-04-04 10:26,iPhone X,383,5,183
Ho1Uhqa0r,我只希望跟了我阿贾克斯穿盘的2390位老铁里有你一位，其他的不多说了。我的心情很复杂，但烦不了了，我得先去浪了。希望此地有美女。 印度尼西亚·巴厘岛国际机场  显示地图 ,无,印度尼西亚·巴厘岛国际机场,2019-04-04 08:34,iPhone X,241,3,195
HnVVIj8v2,这个没发单，自己买的情怀单。福冈黄蜂上赛季是我亲儿子，这赛季谁都能虐它。看看今天能不能触底反弹。  原图 ,http://wx1.sinaimg.cn/large/62e0ba99ly1g1pkgbj0ppj20u01szdlz.jpg,无,2019-04-03 17:21,iPhone X,102,3,64
HnV5Aiq8Z,有个粉丝打了一个比方，我觉得很有才。最近推店出了一大波猛鬼，就像妖股，疯狂涨停。昨夜变盘，妖股全部天地榜，而我，则像大盘股，妖股猛涨，我不动，妖股猛跌，就该轮到我来护盘了。  ,无,无,2019-04-03 15:13,iPhone X,361,5,94
HnUzAjX1I,人生第一次到广州，这里有啥好吃好玩的啊？ 广州·广州白云国际机场  显示地图 ,无,广州·广州白云国际机场,2019-04-03 13:54,iPhone X,271,8,461
HnTAa0BvO,我被警告了。  [组图共2张] 原图 ,"http://ww1.sinaimg.cn/large/62e0ba99ly1g1pa4za5u2j20u01sztiu.jpg,http://ww3.sinaimg.cn/large/62e0ba99ly1g1pa4znpumj20u01szjxw.jpg",无,2019-04-03 11:23,iPhone X,232,6,147
HnTp1unnM,三美能有几个榜啊？  原图 ,http://wx2.sinaimg.cn/large/62e0ba99ly1g1p9cd256wj20u01szgsd.jpg,无,2019-04-03 10:55,iPhone X,147,1,88
HnTfp8qhm,神单。一单带红43W。佩服跟单的71个敢死队。65倍也敢跟？  原图 ,http://wx1.sinaimg.cn/large/62e0ba99ly1g1p8n2f3kmj20u01hdaeb.jpg,无,2019-04-03 10:31,iPhone X,101,1,109
HnT14iHOK,看了一圈，昨天很多人被AC米兰坑死了啊。  ,无,无,2019-04-03 09:56,iPhone X,93,2,56
HnRODlOYh,睡醒收米，继续回笼觉。昨天发的两单全红，你们又没跟上吧。看我黑了几单，就瞬间移情别恋，全投入别人怀抱了。结果怎么样？昨天处处是惊涛骇浪、处处是夺命漩涡，只有我毫发无伤，带领真正信任我的老铁们全身而退。我又不是不敢打高赔，觉得我4.68倍红不了还是怎么的？切～～沧海横流，方知英雄本色。  [组图共3张] 原图 ,"http://ww2.sinaimg.cn/large/62e0ba99gy1g1p29oy9p0j20c106yjs1.jpg,http://ww2.sinaimg.cn/large/62e0ba99gy1g1p29oqb1lj20v91vo1hx.jpg,http://ww2.sinaimg.cn/large/62e0ba99gy1g1p29p8sqtj20v91vo1ia.jpg",无,2019-04-03 06:53,iPhone X,271,4,216
HnOcB7h11,明天开始度假，找个地儿，关掉电脑、扔掉手机，去读读书、喝喝茶、晒晒太阳。正在收拾行李，想带两本书，以下都是一直想读却没时间去读的，带太多行李过沉，只带两本，则选择困难症发作了，我已经纠结了两个小时了。  [组图共9张] 原图 ,"http://ww3.sinaimg.cn/large/62e0ba99gy1g1omdp70mwj22c0340b2a.jpg,http://ww3.sinaimg.cn/large/62e0ba99gy1g1omdr8teaj22c0340qv5.jpg,http://ww3.sinaimg.cn/large/62e0ba99gy1g1omdta8frj22c0340kjl.jpg,http://ww3.sinaimg.cn/large/62e0ba99gy1g1omdv4aqhj22c0340b29.jpg,http://ww1.sinaimg.cn/large/62e0ba99gy1g1omdn20joj22c0340b29.jpg,http://ww3.sinaimg.cn/large/62e0ba99gy1g1omdwz7grj22c0340b29.jpg,http://ww4.sinaimg.cn/large/62e0ba99gy1g1omdz3ypgj22c0340hdt.jpg,http://ww1.sinaimg.cn/large/62e0ba99gy1g1ome12pefj22c0340kjl.jpg,http://ww2.sinaimg.cn/large/62e0ba99gy1g1ome2ow4lj22c03404lr.jpg",无,2019-04-02 21:41,iPhone X,469,121,210
HnC0tk4Xa,这哥们儿是魔鬼吗？  原图 ,http://wx2.sinaimg.cn/large/62e0ba99gy1g1n4jgtr81j20v91vonnw.jpg,无,2019-04-01 14:38,iPhone X,216,3,180
HnwGG7VRH,搞得我好像不敢打高赔一样。我啥时候怂过啊？只不过，我自己打，想怎么玩就怎么玩，但发单的话，我在初心上还是希望大家一起赚钱，所以越稳越好。感谢阿贾克斯爸爸的读秒绝杀+红卡无敌，痛快、解气！  [组图共2张] 原图 ,"http://ww1.sinaimg.cn/large/62e0ba99gy1g1mgwqwyz3j20v91vo7u3.jpg,http://ww4.sinaimg.cn/large/62e0ba99gy1g1mh0amu0kj20v91voazc.jpg",无,2019-04-01 01:05,iPhone X,182,1,89
HnwworARj,  原图 ,http://wx2.sinaimg.cn/large/62e0ba99gy1g1mgbyu94qj20v91vo4qp.jpg,无,2019-04-01 00:40,iPhone X,79,3,30
HnwmfDNU3,感动！  原图 ,http://wx4.sinaimg.cn/large/62e0ba99gy1g1mfm15u7lj20v91vokjm.jpg,无,2019-04-01 00:15,iPhone X,77,0,41
HnwgGgZU1,阿贾克斯[大便][大便][大便]  ,无,无,2019-04-01 00:01,iPhone X,51,0,36
Hnw2uhg2S,我自己还有一个小单子，搏一把阿贾克斯穿盘，看看给不给面子。  原图 ,http://wx2.sinaimg.cn/large/62e0ba99gy1g1me43gtpdj20v91vo1h8.jpg,无,2019-03-31 23:26,iPhone X,50,1,43
HnvVvkPsV,这单发得比较迟，你们跟上了吗？  原图 ,http://wx2.sinaimg.cn/large/62e0ba99gy1g1mdp6267ij20v91vo7s8.jpg,无,2019-03-31 23:09,iPhone X,68,0,62
HnuRJ28rR,这单再不红，我基本可以退出推球圈了。一会儿再发一单。把昨天被门兴坑了的打回来。  原图 ,http://wx2.sinaimg.cn/large/62e0ba99gy1g1m8yt0gfej20v91voaxz.jpg,无,2019-03-31 20:27,iPhone X,104,4,159
HnnjE9ufx,@公民阿吉 你服不服？我是服了。  [组图共2张] 原图 ,"http://ww2.sinaimg.cn/large/62e0ba99gy1g1lbok5wvsj20v91vohaq.jpg,http://ww1.sinaimg.cn/large/62e0ba99gy1g1lbokqe11j20v91vonor.jpg",无,2019-03-31 01:14,iPhone X,117,7,134
HnjlHfYQt,这哥们可以的，昨天被里昂绝杀，今天打回来了。[强]  原图 ,http://wx1.sinaimg.cn/large/62e0ba99gy1g1ku5qakk4j20v91voty9.jpg,无,2019-03-30 15:08,iPhone X,96,7,84
HnhnQoRND,我黑的单子跟了900人，红的单子跟的就300人，这是为什么？有没有跟黑没跟红的来说说。  原图 ,http://wx1.sinaimg.cn/large/62e0ba99gy1g1klghjejcj20v91vo4nt.jpg,无,2019-03-30 10:08,iPhone X,98,4,267
HndwYCAOC,桃之助必须死！  [组图共2张] 原图 ,"http://ww1.sinaimg.cn/large/62e0ba99gy1g1k4hp75ppj20v91vokjl.jpg,http://ww2.sinaimg.cn/large/62e0ba99gy1g1k4hpyxvlj20v91voqv5.jpg",无,2019-03-30 00:19,iPhone X,117,4,51
Hn9UwqSSz,周一，还是涨，会有二次冲顶的行情，看看能不能冲过去。激进的宝宝可以随大流，博一把，不成功就成仁呗，有啥大不了的；保守的宝宝，周一就可以减仓了。4000点不是一步到位的，就算这次冲顶成功，还是会回调，更大的行情还在后面。我现在几乎是满仓，但还有倍数的后续资金在等待时机投入战斗。  ,无,无,2019-03-29 15:06,微博 weibo.com,1024,114,312
Hn2YyChdL,谁能告诉我怎么退款啊，有人手快，我发了绝对不超过30秒就付款了。不过我没收到钱（应该是结算有时差，新浪要吃点利息），我不打算开V+，以后也不会开。  原图 ,http://wx3.sinaimg.cn/large/62e0ba99ly1g1itu1oha2j20v91votpl.jpg,无,2019-03-28 21:27,iPhone X,186,3,79
﻿Hn2TccRxO,我已经秒删了，看见的千万别付款。我不知道V+是什么东西，乱点的，然后自动生成了微博。V+是付费阅读。这个我不会开的，想开我几年前就开了。  [组图共2张] 原图 ,"http://ww1.sinaimg.cn/large/62e0ba99ly1g1itgiqr12j20v91vo4dm.jpg,http://ww4.sinaimg.cn/large/62e0ba99ly1g1itgi5pqxj20v91vo7fk.jpg",无,2019-03-28 21:14,iPhone X,198,6,55
HmZSr1m8S,发布了头条文章：《孙子兵法与股票心法》  孙子兵法与股票心法  ,无,无,2019-03-28 13:34,微博 weibo.com,2475,956,579
HmZrbpsfz,很多百日粉都问我做股票要看什么书？我可以很认真地回答你们，我几乎是一本都没有读过（证券从业资格考试、基金从业资格考试的教材，我是会背的，但这个不算），我只读过一本股市史的书，而且是很多年前读的，只写到了2010年代上半期。做股票精读一本书就够了——《孙子兵法》。这个技术那个技术，都是扯淡，是用来解释问题的，而不是解决问题的。做股票关键在于心法和道，道之不存，术也只不过是“皮之不存，毛将焉附”？心法有了，一切技巧、手法都可以自创。我正好下午有点空，可以写点孙子兵法如何运用于股市的东西给你们看看。                                 ,无,无,2019-03-28 12:27,微博 weibo.com,878,28,270
HmQSorWOw,这个好，还不知道有这个功能呢？看见各种歪楼的LOW逼和不断重复的LOW问题我就烦。  原图 ,http://wx1.sinaimg.cn/large/62e0ba99gy1g1hcfyo4j7j20v91vogr7.jpg,无,2019-03-27 14:39,iPhone X,635,10,3082
HmPUPnTWp,我回答了 @心在曹营不在汉 的问题，大家快来花1元围观~ 微博问答:球总  我看您既炒股又玩球   您能说下投资、投机跟赌博的区别吗?  ,无,无,2019-03-27 12:12,微博 weibo.com,176,23,68
HmOKp7FEC,睡醒收米。这逼可以够我装一些时日了。@辣笔小萌 @尤文七号 @吕健中 @公民阿吉  原图 ,http://wx4.sinaimg.cn/large/62e0ba99gy1g1h31a9t05j20v91vo7tb.jpg,无,2019-03-27 09:14,iPhone X,276,12,217
HmLFM0y1P,明天还有一跌，但依然属于正常回调，走势没坏，跌不深，而且跌中有反抽，激进的宝宝可以抽出跌入，稳健的宝宝可以待得周四甚至周五再入。大盘很快就会二次探顶，跌不深的。慢慢埋伏，仓位逐渐加重，不要自己乱了自己的节奏。就说这么多，我眯一会儿起来督战爱尔兰，早晨补觉。  ,无,无,2019-03-27 01:24,微博 weibo.com,1020,57,248
HmKYiwwH3,今天的很多票，你们在2020年时会发现，现在简直就是地板价、白菜价、良心价。  ,无,无,2019-03-26 23:37,微博 weibo.com,521,62,129
HmFl6sLgH,什么鬼？  原图 ,http://wx2.sinaimg.cn/large/62e0ba99gy1g1fxjoh6e3j20v91vowt8.jpg,无,2019-03-26 09:17,iPhone X,108,15,143
Hmz6mqjaJ,烂泥扶不上墙。  [组图共2张] 原图 ,"http://ww3.sinaimg.cn/large/62e0ba99gy1g1f6085t9nj20v91voaxf.jpg,http://ww2.sinaimg.cn/large/62e0ba99gy1g1f607ublcj20v91vodz3.jpg",无,2019-03-25 17:24,iPhone X,71,2,41
HmyyZ8MTp,什么鬼？就这么点？  原图 ,http://wx1.sinaimg.cn/large/62e0ba99gy1g1f3md4ipgj20v91vodnj.jpg,无,2019-03-25 16:02,iPhone X,148,2,107
HmwZXd7tE,有人去侦察了一下赵宇和邹过滤的住所，给我画了一张图。赵和邹隔楼对视，赵宇在窗口可以随时看见邹过滤住所的一切情况（只要不拉窗帘）。嘿嘿。  原图 ,http://wx1.sinaimg.cn/large/62e0ba99gy1g1ewo6l2e2j20k00zktai.jpg,无,2019-03-25 12:03,iPhone X,173,48,134
HmwCHsUjz,有人买到了吗？  原图 ,http://wx4.sinaimg.cn/large/62e0ba99gy1g1ev2a8rl6j20v91vowra.jpg,无,2019-03-25 11:05,iPhone X,173,43,167
HmhVE8D5b,干。  [组图共2张] 原图 ,"http://ww3.sinaimg.cn/large/62e0ba99ly1g1d26xkmvoj20u01szq9d.jpg,http://ww4.sinaimg.cn/large/62e0ba99ly1g1d26y4965j20u01sz0yb.jpg",无,2019-03-23 21:41,iPhone X,83,5,74
Hmgz136Jv,心塞。堵得慌。柏太阳神这个坑逼。挑了五场，我觉得最稳的就是柏太阳神了。  [组图共2张] 原图 ,"http://ww4.sinaimg.cn/large/62e0ba99ly1g1cw4ekje7j20u01szwkh.jpg,http://ww4.sinaimg.cn/large/62e0ba99ly1g1cw4dqexvj20u01sztfn.jpg",无,2019-03-23 18:12,iPhone X,77,1,51
Hmd9Sr64m,睡醒收米，三猫还算争气。  原图 ,http://wx3.sinaimg.cn/large/62e0ba99gy1g1ch4ir4wcj20v91vonmc.jpg,无,2019-03-23 09:32,iPhone X,96,1,129
Hm9yEvzjp,蒋介石坏得很，孙中山尸骨未寒，就追宋庆龄，追不到，就想除掉，蒋介石曾下令戴笠暗杀宋庆龄，最终被宋美龄威胁了戴老板而被迫中止。有趣的是，另一个想暗杀宋庆龄的却是她的亲大姐宋蔼龄（孔祥熙老婆）。  ,无,无,2019-03-23 00:22,iPhone X,312,36,240
Hm91vBMej,请问你的宗教信仰是什么？哪个神在教导你去抢别人男朋友的？曾经有个人，本来信佛，但新猎物全家信基督，他为了女方家的钱，答应女方母亲改信基督，然后他骗老婆离婚，和他老婆去拜佛，在佛前立誓，他若不在五年内复婚就让他丢了江山，这个人的名字叫蒋介石。//@一点相思2处闲愁：@辣笔小球 久仰球总撩妹技能，想请教一下，我是离异女的，婚前错过一个人，离婚后，去找那个人，他未婚但是有女朋友，他热衷宗教，一直想传教于我，我有自己的宗教信仰，可不可以，假装信他的信仰，只是为了接近他                                 ,无,无,2019-03-22 23:01,iPhone X,210,51,118
Hm7b59HCH,我回答了 @往东五里有炊烟 的问题，大家快来花1元围观~ 微博问答:总啊，纠结，最近想在房子上投资，武汉，南京，郑州三个城市，请指点一二，万分感谢！  ,无,无,2019-03-22 18:19,iPhone X,119,17,74
Hm5WIvm6W,今天操作有点失败，挂单加仓，都做好被套且下个交易日进一步被套的准备了，都不给我机会。死是没开板。好气哦。  [组图共3张] 原图 ,"http://ww2.sinaimg.cn/large/62e0ba99gy1g1bl8wf7skj20v91vodr2.jpg,http://ww4.sinaimg.cn/large/62e0ba99gy1g1bl8wrntxj20v91votku.jpg,http://ww4.sinaimg.cn/large/62e0ba99gy1g1bl8w1tukj20v90js7aw.jpg",无,2019-03-22 15:10,iPhone X,184,18,95
Hm5oyavWS,马勒戈壁，还不开板？开啊开啊开啊开啊！！！  ,无,无,2019-03-22 13:46,iPhone X,193,1,158
Hm3DPDg5o,@陆慧明 昨天下午我说的3:1，蒙得还挺准的吧。  原图 ,http://wx1.sinaimg.cn/large/62e0ba99gy1g1bb2t2jzjj20v91vo4qp.jpg,无,2019-03-22 09:18,iPhone X,73,4,39
Hm07xxkih,这逼要吃亏了，玲玲还有三秒到达战场，好东西不给她吃，那要出人命的。  原图 ,http://wx1.sinaimg.cn/large/62e0ba99gy1g1avjyvgqyj20nm12w166.jpg,无,2019-03-22 00:21,iPhone X,123,6,57
HlXEh4wHu,视频不让发，只好发点截图了。响水！愿伤亡人数最低最低最低。。。[祈祷]  [组图共6张] 原图 ,"http://ww3.sinaimg.cn/large/62e0ba99gy1g1akn1r8auj20v91voe82.jpg,http://ww1.sinaimg.cn/large/62e0ba99gy1g1akn2528xj20v91vonb9.jpg,http://ww2.sinaimg.cn/large/62e0ba99gy1g1akn0zk8dj20v91vokjo.jpg,http://ww1.sinaimg.cn/large/62e0ba99gy1g1akn305mcj20v91vokjo.jpg,http://ww4.sinaimg.cn/large/62e0ba99gy1g1akn63uf3j20v91vonpl.jpg,http://ww1.sinaimg.cn/large/62e0ba99gy1g1akn989dwj20v91vokjp.jpg",无,2019-03-21 18:03,iPhone X,817,186,347
HlXyzEady,厉害了，响水领导谁背锅？ http://t.cn/ExRC7ub  ,无,无,2019-03-21 17:49,iPhone X,171,20,212
HlXr2dHc6,下午@陆慧明 来我办公室喝茶，他看中国，我看泰国。。。  ,无,无,2019-03-21 17:30,iPhone X,122,6,67
HlUydB6dc,写个剧本：明天开板。  原图 ,http://wx2.sinaimg.cn/large/62e0ba99gy1g1a6zcf1f5j20v91vowqe.jpg,无,2019-03-21 10:10,iPhone X,214,13,157
HlQmw2lc7,喝完酒到家，开始工作。  原图 ,http://wx2.sinaimg.cn/large/62e0ba99gy1g19oh8c141j23402c0qv5.jpg,无,2019-03-20 23:30,iPhone X,396,28,194
HlMQF37u2,以逼冲天  原图 ,http://wx4.sinaimg.cn/large/62e0ba99gy1g198z7u3ztj20cw09d74j.jpg,无,2019-03-20 14:33,iPhone X,246,4,149
HlMELaZ4N,选好你看好的股，加仓机会在半小时后。  ,无,无,2019-03-20 14:04,iPhone X,418,43,226
HlKP7dJV0,我睡了，大家晚安。  [组图共2张] 原图 ,"http://ww2.sinaimg.cn/large/62e0ba99gy1g1901e4j57j20v91voakd.jpg,http://ww1.sinaimg.cn/large/62e0ba99gy1g1901dqsh4j20v91vo12v.jpg",无,2019-03-20 09:24,iPhone X,224,6,114
Hlz0HsmVp,【深夜福利】刚刚又看了一下长江通信，特别好，为什么特别好，有机会再说。信我的，开盘集合竞价时可以挂涨停板试试看，甚至可以现在就挂单，买到就是福气。我觉得不止一个板，大概率有至少三个板（保守预计，五个板才是合理的）。不过，我说了不算哦，人力的思量是有盲点的，市场才决定一切。千万别满仓梭哈单挑，少买点，比如100股，哪怕开盘跌停也不至于太心疼。                                 ,无,无,2019-03-19 03:20,iPhone X,381,24,241
HlpC75eWp,解气，等派奖，睡醒收米。柏太阳神下午的读秒绝杀，太关键了。这几个月总被各种绝杀、绝平，终于轮到我绝杀一次了。给我一场绝杀，我的冷静就回来了。  [组图共2张] 原图 ,"http://ww3.sinaimg.cn/large/62e0ba99ly1g16ecdiuqqj20u01szdls.jpg,http://ww2.sinaimg.cn/large/62e0ba99ly1g16ecf1svzj20u01szagg.jpg",无,2019-03-18 03:24,iPhone X,143,3,74
HlkJBjNfM,昨夜被多特蒙德绝杀，让我把电视机遥控器直接砸了；今天柏太读秒绝杀，让我出了一口气。最近点背，我的队总是被绝杀，要么被绝平，两个月来至少十场。今天好好研究比赛，晚上再战！  原图 ,http://wx3.sinaimg.cn/large/62e0ba99gy1g15ssahrpjj20v91vox2g.jpg,无,2019-03-17 14:59,iPhone X,85,0,43
HlkpxyMC7,信息量很大  原图 ,http://wx2.sinaimg.cn/large/62e0ba99gy1g15rfnlr9fj20qo0zkair.jpg,无,2019-03-17 14:10,iPhone X,184,34,92
Hl3MK2Kyq,多头聚会，周一猛拉。  [组图共2张] 原图 ,"http://ww3.sinaimg.cn/large/62e0ba99ly1g13q18w6kmj21400u0n6f.jpg,http://ww3.sinaimg.cn/large/62e0ba99ly1g13q19zlu1j21400u0gu0.jpg",无,2019-03-15 19:50,iPhone X,439,31,234
HkZLHC0qI,不跌了吧，一个个都慌什么。正常调整而已，哪能只许涨不许跌呢？越跌越买就对了，就怕不跌。真的遇到行情变脸，我会提前帮你们预警的，我不说就表示没事，所以不要天天烦我。  ,无,无,2019-03-15 09:37,iPhone X,890,30,195
HkVnOqqQA,我刚刚以折我一年阳寿为代价问了天。天说，今年大盘有希望冲高4000点，但绝不会高于4000点太多，4000差不多就是顶了，或许会略高一点点；创指可以摸到3050。所以，放心吧，都不要自己乱了节奏，只要不是满仓单挑一只股（那是赌博），都问题不大。会撸、会调仓、会踩点换股的宝宝赚得多一些，懒得屁眼儿都爬蛆的宝宝躺着不动也能至少持平，区别仅在于此。                                 ,无,无,2019-03-14 22:27,微博 weibo.com,822,180,372
HkUTxshvs,【315，中国人的脸丢到了比利时】叶永青抄袭比利时画家的画作，并天价出售给刘益谦。这位比利时画家在欧洲名气不是很大，他的画作大约人民币几百元就能买到。比利时画家要求叶永青道歉。对此，@四川美术学院 称会核查，但叶永青不在重庆，核查难度很大。  原图 ,http://wx4.sinaimg.cn/large/62e0ba99gy1g12mne4hemj20v91vo4qv.jpg,无,2019-03-14 21:12,iPhone X,230,66,131
HkJW71DqB,我回答了 @假面狮子座 的问题，大家快来花1元围观~ 微博问答:如何挑选股票?  ,无,无,2019-03-13 17:18,iPhone X,155,15,43
HkJ503bQS,我回答了 @迷途小球童leon 的问题，大家快来花1元围观~ 微博问答:如何成为球总的策略用户?  ,无,无,2019-03-13 15:07,iPhone X,114,9,66
HkIQBkAtM,人生第一次到上海，上海有什么值得一玩或值得一吃的啊？ 上海·上海虹桥火车站  显示地图 ,无,上海·上海虹桥火车站,2019-03-13 14:32,iPhone X,123,10,257
HkrdHbdc8,不是我不帮，是我不敢帮。你要是个土豪，输个2万眼睛都不会眨一下，输个20万也只会苦笑两句，自嘲运气不好。省吃俭用存了2万，居然想炒股，然后指望靠着2万本金一年不用工作，这种心态就是错的，更是输不起。孩子才两岁，妈妈的年纪也不会太大，把炒股的时间省下来去相亲，趁着年轻再嫁，才是正经事。  原图 ,http://wx4.sinaimg.cn/large/62e0ba99ly1g0yzncq1dxj20q61n2ajc.jpg,无,2019-03-11 17:39,iPhone X,761,110,451
HkqDfdU96,三山半落青天外  [组图共3张] 原图 ,"http://ww2.sinaimg.cn/large/62e0ba99ly1g0yx6b4b4sj21400u0q6l.jpg,http://ww2.sinaimg.cn/large/62e0ba99ly1g0yx6bftk5j21400u0dki.jpg,http://ww2.sinaimg.cn/large/62e0ba99ly1g0yx6asg7yj21400u0dj5.jpg",无,2019-03-11 16:10,iPhone X,196,8,125
HkiL5aPij,赵宇事件中为什么有水军带节奏？范辰为什么要造谣李华向赵宇提出巨额赔偿以图煽动舆论（据公开信息，明明只有5万）？范辰为什么会给记者发红包。@范辰律师 你到底是律师？还是公关公司的股东？还有，做企业注册资本金不是一步到位没关系，你们范家的公司能别这么装逼吗？实缴才490万，就写成1个亿。  [组图共5张] 原图 ,"http://ww2.sinaimg.cn/large/62e0ba99ly1g0xyctdtsmj20u01szgs8.jpg,http://ww1.sinaimg.cn/large/62e0ba99ly1g0xycu8lx6j20u01szai8.jpg,http://ww3.sinaimg.cn/large/62e0ba99ly1g0xycvecmfj20u01sz478.jpg,http://ww1.sinaimg.cn/large/62e0ba99ly1g0xycscx0fj20u01szqae.jpg,http://ww2.sinaimg.cn/large/62e0ba99ly1g0xycwl16ej20u01szthj.jpg",无,2019-03-10 20:07,iPhone X,292,17,130
HkhgK3vFv,@范辰律师 应该是个很顾家的人，和年轻的女同事白云飞出差，怕夫人不放心，一起带上福州一日游。这一点值得学习。  原图 ,http://wx3.sinaimg.cn/large/62e0ba99ly1g0xruk982rj20go0ciabu.jpg,无,2019-03-10 16:19,iPhone X,185,0,94
Hk9Hwvay6,谢鹏飞今天什么鬼？敢戴帽，以后一辈子球迷。  ,无,无,2019-03-09 21:03,iPhone X,77,2,29
HjXf3cciH,真香。  原图 ,http://wx2.sinaimg.cn/large/62e0ba99ly1g0vbfa76ppj20u01sz44x.jpg,无,2019-03-08 13:20,iPhone X,333,18,232
HjTIaFca5,【熊猫直播破产，女主播讨薪不成被骗炮】熊猫直播申请破产，服务器于3月18日停，其实这只是一个资本的游戏，而不是一个创业失败的悲剧，有人是赚到钱了，有人是接了飞刀。我在某投行干过三年投资总监，这种把戏我见的太多了，具体的套路就不说了。我比较感兴趣的是欠薪问题，至少200个漂亮小姐姐被欠薪了四个多月，其中不乏为了刷榜而自己充了十多万的人。而今，她们慌了，病急乱投睡，有人诈称自己和熊猫的这个高管熟、和那个股东好，可以帮她们讨薪，前提是先上床。床上完了，事也不给人办了。。。真是垃圾啊！通过这种方式骗炮！             [组图共6张]      原图                             ,"http://ww1.sinaimg.cn/large/62e0ba99ly1g0uvsd7k0yj20df0yp0wo.jpg,http://ww2.sinaimg.cn/large/62e0ba99ly1g0uvsdv4nmj20d70y60w1.jpg,http://ww4.sinaimg.cn/large/62e0ba99ly1g0uvscb9utj20u0338tt5.jpg,http://ww3.sinaimg.cn/large/62e0ba99ly1g0uvsew55uj20u01szgue.jpg,http://ww2.sinaimg.cn/large/62e0ba99ly1g0uvsfwomuj20u01sz471.jpg,http://ww3.sinaimg.cn/large/62e0ba99ly1g0uvshyhsbj20u01szn4g.jpg",无,2019-03-08 04:21,iPhone X,3790,866,860
HjTkJblUF,黄潜疯了  ,无,无,2019-03-08 03:23,iPhone X,74,1,24
HjSQKgq7K,地球有救了，不怕灭霸了。惊奇小姐姐会盘他的。雷神+美队+钢铁侠都干不过她，太强了。 辣笔小球的秒拍视频  ,无,无,2019-03-08 02:09,iPhone X,192,16,97
HjRW8E7a2,明天女性节，我先过节去了，去看《惊奇小姐姐》首映了，回来正好督战娜娜下半场。提前祝美女们女性节快乐。如果娜娜被干翻，明天是美女的，可以来找我领一只我刚研究出来的、大概率能翻倍的小球概念股。  ,无,无,2019-03-07 23:50,iPhone X,288,8,231
HjRIPCW0s,飞利信这个逼坏得很，先放利空，说什么计提损失、商誉减值，骗散户出去。然后发公告，嗯，我们是5g概念股，蹭一波热度，5g是眉毛，飞利信是阴毛，虽然眉毛比阴毛长得早，但阴毛一定比眉毛长得长。九浅一深地猛日一波，日到一定程度快日不动了，今晚又他妈发一个公告，嗯，我们是边缘计算概念股。A股里最恶心的股之一就是飞利信，吃相太丑陋，这么恶心又丑陋的股，你们喜欢吗？反正我喜欢。                                 ,无,无,2019-03-07 23:17,微博 weibo.com,259,29,139
HjPsvu39m,又送了一批空盒子去地下室，感觉就像被堵住的马桶，屎尿全溢出来了。盒控的悲哀必须是八角尖尖。  [组图共3张] 原图 ,"http://ww4.sinaimg.cn/large/62e0ba99ly1g0ud0lda2bj21400u0naa.jpg,http://ww3.sinaimg.cn/large/62e0ba99ly1g0ud0kg70bj21400u0k3j.jpg,http://ww4.sinaimg.cn/large/62e0ba99ly1g0ud0mg031j21400u0dug.jpg",无,2019-03-07 17:31,iPhone X,247,8,131
HjPb6njQb,查了下我的数据，大约是这样。昨天有上海的老朋友来看我，她问我为什么不接广告，她认识的像我这个粉丝基数的博主，一年光靠微博广告就能赚1000万。我说，这钱赚了就必须要摧眉折腰事粉丝，讨好、维护低层次、低素养、低年龄的粉丝，只有这样才能靠他们源源不绝的供养，而我，只跪舔美女，只供养美女。  [组图共4张] 原图 ,"http://ww4.sinaimg.cn/large/62e0ba99gy1g0ubkfkep3j20v91vo4q4.jpg,http://ww1.sinaimg.cn/large/62e0ba99gy1g0ubkg5uxij20v91vonpe.jpg,http://ww2.sinaimg.cn/large/62e0ba99gy1g0ubkgpi9dj20v91vox6p.jpg,http://ww4.sinaimg.cn/large/62e0ba99gy1g0ubkf4tf5j20v91voe7n.jpg",无,2019-03-07 16:49,iPhone X,147,11,93
HjOmjz9Pr,飞利马个逼。  ,无,无,2019-03-07 14:43,iPhone X,111,2,91
HjHvYtDMZ,这点球  ,无,无,2019-03-06 21:18,iPhone X,71,0,64
HjGKi4oNq,上海上港被亚赔判死刑了。  原图 ,http://wx2.sinaimg.cn/large/62e0ba99gy1g0talggqdkj20v91vo1kx.jpg,无,2019-03-06 19:21,iPhone X,52,0,53
HjG4T9npQ,【关于黄牛主动私信兜售股票策略的提醒】1，普通散户无需策略，我不会说太多的股市内容，但行情有巨大转折时，我依然会给大家分享我的看法，一分钱不用花；2，黄牛的策略，买了如同废纸，因为策略在年内是不断更新的，股票池亦然，而且是针对不同人的不同情况，不同的仓位和持股比例，及时一对一细解。  ,无,无,2019-03-06 17:39,微博 weibo.com,431,5,185
