微博id,微博正文,原始图片url,发布位置,发布时间,发布工具,点赞数,转发数,评论数
GEVI4lrRW,【为什么信息安全人才越老越吃香呢？】首先，安全行业目前仍处于发展期，对各年资人才都有较大需求。而国内这个行业诞生也就 20 年，早年入行的人远没有今天多，所以高年资从业者比较少。其次，安全行业很多岗位并不是拼体力的，行业经验和沟通技巧都很重要。比如安全咨询类的岗位，其实有点类似会计师。另外，安全工作有个比较特殊的地方，就是对深度和广度都有要求。比如安全服务类的岗位，工作中会碰到各种各样的软硬件环境，需要处理各种各样的问题。而要真正能对各种情况都得心应手，需要多年的积累。即使是我们这种做安全研究的，算是最硬核的技术岗，常常需要在一个细分方向钻特别深，但是发展到后期，经验和广度也非常重要。信息技术的一个重要特点就是会让各种不同的对象以各种不同方式互联。相应地也会产生一些涉及多种对象的非常复杂的安全问题。如果经验和广度不够，即使问题摆在面前可能都看不见。当然，这一切都有个前提，那就是在工作中注意能力的沉淀和拓宽。要成为老师傅，不要成为老工人。2018-09-05为什么信息安全人才越老越吃香呢？                                 ,无,无,2018-10-21 13:18,XiaoMiPhone客户端,43,39,7
GEVGy6pQ4,【怎样快速走出失恋？】这事儿分男女。你要是男的，赶快赶紧去追求一个比前女友漂亮一个级别的姑娘，别怕追得上追不上，那是次要的。你要是女的，把所有一切和前男友有关的东西都销毁，抹掉他在你生活中存在过的一切痕迹。然后去买几件贵的东西。2015-07-04怎样快速走出失恋？  ,无,无,2018-10-21 13:15,XiaoMiPhone客户端,75,33,21
GEVGwAKGz,【有哪些有用的人际交往小常识？】简单说两条：1、主动联系别人时先做自我介绍，并说明是谁介绍的。2、问别人要电话时先把自己电话告诉别人。别觉得简单，一半以上的人都不是这么做的。2015-07-01有哪些有用的人际交往小常识？  ,无,无,2018-10-21 13:15,XiaoMiPhone客户端,86,39,10
GEVGo14EQ,【科研人员如何高情商地说服别人所持观点是伪科学？】用对方的语言、对方的思路、对方的逻辑、对方的素材，用咨询和学习的态度，来打着🚩反🚩。另外，做好失败的准备，以娱乐而非成功为目标。无论用什么方法，在绝大多数情况下，你会失败。2015-02-07科研人员如何高情商地说服别人所持观点是伪科学？  ,无,无,2018-10-21 13:14,XiaoMiPhone客户端,28,14,2
GEVyhoWi2,【有哪些 Linux 逆向相关的学习资料推荐？】SEEDLabs（http://t.cn/R2pAXYK ）是雪城大学杜文亮教授创立的，十几年来得到了全球上百所大学的认可。建议每个认为找不到合适学习资料的人都看看，之后至少可以对自己到底是不是真想学有更接近于真实的认识。2015-06-08http://t.cn/EzQKdHn  ,无,无,2018-10-21 12:54,XiaoMiPhone客户端,178,472,25
GEVyaj39j,【上高三的弟弟不懂事、学习也上不去，作为姐姐我该怎么帮他？】说真的，要是有人能在知乎上聊几句话就能解决这样的问题，那这人去办个培训学校，专门搞不良少年行为纠正，三个月就能上市，半年市值超越新东方。三岁看大，七岁看老。小时候没好好教育，等到了这个年纪，劝导基本就没什么用了。家里要是有个散打队的大哥，混黑道的二叔，或许还能管点用。如果我遇到这种情况，也许仍然会尽最后的努力，但同时也会开始考虑止损和自保。-------------------------------------------很多人不理解上面最后五个字是什么意思，还有些人觉得这个想法很无情——然而从本问题所描述的家庭情况看，多想一步是必要的。分享几个链接吧：农村留美女博士夫妻被父砍死妈妈要女儿彩礼给儿子娶媳妇http://t.cn/R58bffa2016-08-10http://t.cn/EzQKnN8                                 ,无,无,2018-10-21 12:54,XiaoMiPhone客户端,52,42,11
GEVy8uZMF,【信息安全方向就业要考哪些证书？】这个问题问得很笼统，如果也笼统回答的话，只能说：信息安全专业学生如果以后想从事专业对口的工作，需要信息安全专业技能，很多证书都可以提高就业机会。具体举例子来说的话——比如在国内乙方就业，CISP 是有用的。因为安全企业如果要申请信息安全服务资质，就需要若干名有 CISP 证书的员工。而很多甲方招标会要求乙方企业有相关资质。所以顺着这个思路，可以去查查各安全项目的招标公告，看看对企业要求了什么，再查查企业如果要具备这些要求，需要有什么证书的员工。那么这些证书就是显著有利于提高就业机会的。2017-07-07信息安全方向就业要考哪些证书？                                 ,无,无,2018-10-21 12:54,XiaoMiPhone客户端,42,34,5
GEVy73F6d,【你听过最令人猝不及防的一句话是什么？】我在超市看到一个男青年坐在地上，抱着头，痛不欲生的样子。回家我把这件事告诉了我妈。我妈说：“这么痛苦，要么是失恋，要么是钱丢了。”2017-10-12你听过最令人猝不及防的一句话是什么？  ,无,无,2018-10-21 12:54,XiaoMiPhone客户端,20,6,9
GEVqYs05n,【当你的能力处在你所在行业的顶端或前端时，是一种什么样的体验？】艺无止境，诚惶诚恐。2016-02-21http://t.cn/EzQJJPK  ,无,无,2018-10-21 12:36,XiaoMiPhone客户端,63,14,10
GEVqXh5Wz,【俗话说技多不压身，但现实生活中学的太杂的人都活成什么样了呢？】小时候，班主任给我写评语，总是先肯定“兴趣广泛”，然后说如果能把精力集中在学习上，成绩一定能更好。从小到大，我确实从未把全副精力都投入在学业上。在好学校里我的成绩是中上，在差学校里我的成绩也是中上。除了感兴趣的几门课，我在学业上的投入一直只是刚好让成绩处于不挨骂的水平。虽然学习那些东西的时候纯粹是因为兴趣，然而工作之后，我发现小时候学的东西全都用得上，能帮助我更好地完成工作——也就是说，即使世俗功利地看，各种业余爱好给我带来的好处也是巨大的。甚至我现在从事的工作也是上大学时业余学习的一个方向，而非大学所学专业。更重要的是，了解各种各样的知识让我对周围的世界有了更强的掌控感。无论在建筑物里、在道路旁、在公园里，油漆、塑料、水泥、金属、灌木、昆虫、电力、机械、通讯，当你对环境中的万事万物有了更多了解，身处其中的时候，体验是不一样的。而最重要的是，我从来没感到过寂寞和孤独，因为一切都有趣而值得探索。2018-07-09俗话说技多不压身，但现实生活中学的太杂的人都活成什么样了呢？                                 ,无,无,2018-10-21 12:36,XiaoMiPhone客户端,214,159,19
GEVqVuuYz,【知乎上有哪些经典打脸的例子？】早几年，知乎上有人问苹果数据线的绝缘皮为啥做那么薄，那么容易破。有个同志写了洋洋洒洒几千言，大概意思是“你们都不懂，要同时满足柔软、阻燃、环保等要求，就只能做这么薄。容易破则是必要之痛，容易破是高级货的特征……数据线是消耗品，一年换一根很正常”。后来，苹果把绝缘皮加厚了。2018-05-19知乎上有哪些经典打脸的例子？                                 ,无,无,2018-10-21 12:36,XiaoMiPhone客户端,44,15,15
GEVqU17aM,【清华电子系大三一事无成怎么办？】首先，时刻记着：清华招生大概是千里挑一。这个千里挑一不是文学夸张，是实指。你在同龄人中是千里挑一的。能考上清华，智力一般没问题，也能坐得住，也能吃苦。但在清华这种地方，周围非正常人类太多。你再牛，隔壁就是牛魔王，所以自信心比较容易受打击。建议找个周边的二本三本院校逛逛，旁听一下他们的课，在操场上找人聊聊，然后自信可能就回来了。2018-07-05清华电子系大三一事无成怎么办？                                 ,无,无,2018-10-21 12:36,XiaoMiPhone客户端,58,19,32
GEVmIvlB6,【如果给长辈提建议被回复：你们城里人文化人怎样怎样...该怎么反驳？】“比如喝汤直接用大汤碗里的勺子喝，然后放回去，被制止会说你们城里人文化人就是这么讲究，我们比不了？这样的怎么反驳”人和人的交往，无论什么关系，我有个统一的建议：不要勉强别人，也不要委屈自己。如果由于某种原因，避免不了这类交往，你又不愿忍气吞声（如果你愿意忍气吞声就不会提那个建议了对吧）可以这样回答：“我就是给你们乡下没文化的人提个建议，不接受没关系的”。2015-07-16http://t.cn/EzQf2MQ                                 ,无,无,2018-10-21 12:26,XiaoMiPhone客户端,62,36,8
GEVmI00h7,【22岁还看动画片，被众人鄙视，有什么理由反驳？】如果你认为你是错的，那以后就别看了。如果你认为你是对的，那为什么要花时间精力去帮助那些不友好的人树立正确的观念？2015-08-1622岁还看动画片，被众人鄙视，有什么理由反驳？  ,无,无,2018-10-21 12:26,XiaoMiPhone客户端,58,21,11
GEVmDdJkW,【为什么近千年来人类都没有发生显著的进化？】从红鲫鱼演化到大眼泡大尾巴的金鱼，只用了几百年。即使考虑到鱼的繁殖周期比人短，这也是很快的速度。因为有人为选育这个强大的筛子在起作用。能不能筛出东西，一看筛了多长时间，二看筛子眼儿大小合适不合适。从绿豆里晒黄豆，筛子眼儿有鸡蛋大，那多少年也筛不出来。2016-07-29为什么近千年来人类都没有发生显著的进化？                                 ,无,无,2018-10-21 12:26,XiaoMiPhone客户端,18,4,11
GEVl41jNp,【婆媳关系的实质到底是什么？】看了一段时间水木清华的家庭版后，我觉得婆媳矛盾，主要是丧失生育能力的雌性和育龄期雌性的矛盾，其次才是婆婆和媳妇的矛盾。2015-08-28婆媳关系的实质到底是什么？  ,无,无,2018-10-21 12:22,XiaoMiPhone客户端,34,39,10
GEVkbm5re,【晴子喜欢的究竟是樱木还是流川枫？】“一方面晴子陪樱木练球、为他加油，一方面每次看到流川枫进球又各种爱心，在心里她到底喜欢的是谁呢？”漂亮姑娘在年轻的时候，因为年轻不知道想要什么，又因为漂亮什么都可以要，于是什么都想要。2015-08-29晴子喜欢的究竟是樱木还是流川枫？  ,无,无,2018-10-21 12:20,XiaoMiPhone客户端,64,33,18
GEVk9xcVh,【你发现了哪些基于个人经验的神秘现象？】我的朋友创业的都成功了，没创业的工作也都不错。2015-11-24你发现了哪些基于个人经验的神秘现象？  ,无,无,2018-10-21 12:19,XiaoMiPhone客户端,14,4,8
GEVk8Fba1,【为什么很多人都认为做科研就得忍受清贫的生活？】不要跟庸众争辩，要顺着它们的思路来。就算将来挣了钱也别说自己是通过科学挣了钱的博士，要说自己是个热爱科学的暴发户。2015-12-14为什么很多人都认为做科研就得忍受清贫的生活？  ,无,无,2018-10-21 12:19,XiaoMiPhone客户端,47,16,3
GEVk2slDl,【第三方或者苹果真的不能看到你的 iMessage 内容吗？】话是这么说。不过只要有点追求的政府都会投入你难以想象的金钱，只为获得这种能力。安全对抗本质上是知识对抗和算力对抗，而这些都是可以花钱买的。2016-01-24第三方或者苹果真的不能看到你的 iMessage 内容吗？  ,无,无,2018-10-21 12:19,XiaoMiPhone客户端,12,6,6
GEVk1z3cF,【为什么医生避免用概率来说明病情的发生概率？】对于真正明白概率是怎么回事的人，是可以跟他谈概率的——所以从概率上说，医生最好别跟病人谈概率。2016-01-23为什么医生避免用概率来说明病情的发生概率？  ,无,无,2018-10-21 12:19,XiaoMiPhone客户端,57,22,5
GEVk07Pfy,【夫妻创业（或couple创业）有无正面例子？急需正面信息】小的不说了，拣几个比较大的：CiscoKasperskyVMwareMarvellFlickr2016-02-26夫妻创业（或couple创业）有无正面例子？急需正面信息  ,无,无,2018-10-21 12:19,XiaoMiPhone客户端,18,6,5
GEVbZorGk,【同样是挖漏洞，律师和黑客的工作有哪些异同点？】“如果排除行业经验和相关知识的区别，能否认为一个顶尖黑客和顶尖律师的工作能力和逻辑思维有一定相通之处？如果有时间和机遇让他们互相学习那种知识经验类的硬知识，再凭他们各自原本的逻辑思维来转换身份进行工作，会发生什么情况？”有个朋友跟我转述过一个律师的话：“你们研究计算机漏洞，我们研究法律漏洞。而且我们研究漏洞就是要用，越大的漏洞就越要留着在大案子上用”。另外告诉你们件事：国内最早想出 SQL 注入这种攻击方式的那个人，现在在当律师。补充：我说的那位国内最早想出 SQL 注入的人通过一个朋友把相关信息报告给了绿盟，这也成为了绿盟历史上第一篇安全公告《国内电子商务站点存在严重安全隐患》，发布时间是 2000 年 3 月 31 日。2016-04-02同样是挖漏洞，律师和黑客的工作有哪些异同点？                                 ,无,无,2018-10-21 11:59,XiaoMiPhone客户端,33,27,4
GEV6yfEom,【USB Key的密钥从“理论”上讲是无法从外部直接读取的，这个“理论”上指的是设计上的哪些要素呢？而动态密码锁和USB Key的结合是否比现在通行的U盾类产品更安全呢？】一间房子里生活着 K 个人，这些人从不出门，靠吃外卖披萨生活。数字 K 相当于 USB Key 的密钥。你无法通过数人头知道 K，但有可能根据所点披萨数量等进行推断。2015-08-14USB Key的密钥从“理论”上讲是无法从外部直接读取的，这个“理论”上指的是设计上的哪些要素呢？而动态密码锁和USB Key的结合是否比现在通行的U盾类产品更安全呢？                                 ,无,无,2018-10-21 11:46,XiaoMiPhone客户端,14,11,3
GEV6wbqWh,【因为出差所以会跟四个异性同事一起出去玩，男友接受不了怎么办？】每个人都想要很多东西，但不可能都得到。有一些要用另一些去换。比如你想通宵打牌，又想第二天神采奕奕。二者不可兼得，只能选择其中之一，用另一样去换。如何选择，取决于认为哪样比较重要——对你们两个人来说都是。另外，虽然可以做一些补救，但前面这段事，几乎一定会对婚后生活造成不良影响——如果最终结婚了的话。我不是告诉你应该怎样，我是告诉你将会怎样。2015-08-15http://t.cn/Rk33KxK                                 ,无,无,2018-10-21 11:46,XiaoMiPhone客户端,36,19,8
GEV6ngB1W,【如何保证不同防盗门的锁芯不重样？】“不同企业生产的防盗门，如何保证不重样？指锁芯”1、保证不了。锁具行业对此有个术语，叫“互开率”。国标对一般民用锁的要求是0.204%，国内比较好的锁芯能达到万分之一这个数量级。2、也无需保证。首先安全要考虑成本，不然家家都装金库门的锁了。其次安全是立体纵深的，开防盗门不止锁眼这一条路。2015-08-22如何保证不同防盗门的锁芯不重样？                                 ,无,无,2018-10-21 11:46,XiaoMiPhone客户端,21,13,0
GEUZFzwTX,【24岁把找女朋友作为首先考虑的事很愚蠢吗？】人生短短几个秋。2015-10-2124岁把找女朋友作为首先考虑的事很愚蠢吗？  ,无,无,2018-10-21 11:29,XiaoMiPhone客户端,32,7,15
GEUZEDsV5,【黑客是一种职业吗？】黑客相当于习武之人。强盗、飞贼、保镖、捕快是习武之人的职业。2015-10-05http://t.cn/EzHe1zp  ,无,无,2018-10-21 11:29,XiaoMiPhone客户端,47,8,7
GEUZCC2N1,【懂事的孩子快乐吗？】“原题：懂事的孩子真的比熊孩子快乐吗？（APP看不到修改历史所以请至少保留这一句）”刚出生的婴儿只有动物本能和原始欲望。在这一点上，和刚出生的鬣狗没什么区别。随心所欲，当然最快乐。然而，长大除了是一个学习知识和技能的过程，更是一个学会控制动物本能和原始欲望的过程。在这一点上，也和鬣狗没什么区别。长大以后，相比较控制动物本能和原始欲望的痛苦，随心所欲会带来更大的痛苦，因为路人和警察都不会再纵容你的欲望。所以，不是自己的东西不能拿，过马路要看红绿灯，见到漂亮姑娘不能随便按倒。在这一点上鬣狗也一样，想吃就吃而不遵守食物分配规则的鬣狗会被咬。两岁不学，三岁总要学。三岁不学，四岁总要学。而放纵越久，再去试图改变，带来的痛苦越大，甚至无法改变。刚开始吸烟三个月的人戒烟，和十年的老烟枪戒烟，痛苦程度和难度是不一样的。所以，如果懂事的孩子不快乐，不懂事的孩子可能更不快乐。佛教说的八苦，第七是“求不得”。如果只看“懂事”带来的求不得苦，那么有生皆苦，无人快乐。“懂事”一词可从很多角度解释。以上说的是控制本能和欲望方面的“懂事”，其余不在此例。2016-07-28懂事的孩子快乐吗？                                 ,无,无,2018-10-21 11:29,XiaoMiPhone客户端,59,29,4
GEUUKA1jP,【网络安全行业中，漏洞挖掘和渗透测试是不是比做安全产品更具有核心竞争力？为什么？】考虑职业发展，首先要看自己适合干什么。做产品和做技术需要的能力谱是不一样的。对漏洞挖掘和渗透测试来说，如果你很聪明，又肯投入很多时间精力，把技术做好了，那就可以走得比较靠前。做安全产品的话，对技术要求没那么高，但想走得比较靠前，要懂行业，懂市场，懂项目，懂用户，懂权衡，懂妥协、懂沟通、懂规划、懂运营。都不容易。想干好，形成核心竞争力，前者要多受累，后者要多受罪。2016-08-08网络安全行业中，漏洞挖掘和渗透测试是不是比做安全产品更具有核心竞争力？为什么？                                 ,无,无,2018-10-21 11:17,XiaoMiPhone客户端,23,18,4
GEUUG9sr3,【既然电磁波能容纳的信息量是由频率决定了的，那么为什么下载速度和wifi信号强度有关系？】通俗而粗糙的表述是：电磁环境一定的情况下，信号强则信噪比高，信噪比高则误码率低，误码率低则有效传输速率高，有效传输速率高则下载速度快。更精密的表述就是香农定理。2016-08-25既然电磁波能容纳的信息量是由频率决定了的，那么为什么下载速度和wifi信号强度有关系？                                 ,无,无,2018-10-21 11:17,XiaoMiPhone客户端,16,9,2
GEUUAeq3Z,【学习网络安全时遇到瓶颈了该怎么办？】“基础的那些sql，xss，csrf那些基本的都会了，但是想更进一步，不知道该怎么办了，有点迷茫，然后我就开始学习python和php，但是，学了一个月，回想一下，发现现在连一个小的脚本都不会写，应聘公司想以实习的目的去学习（ps：中专毕业的渣渣），没有上大学是不是很难应聘公司啊，请大神指点我一下，谢谢”从事任何方向的技术研究，不知道该干什么的时候，就问自己四个问题：•这个方向上最新进展是什么？ 都知道吗？•这个方向上最著名的专家有哪些？他们的研究都看过吗？•这个方向上最著名的技术社区有哪些？精华帖都看过一遍吗？•这个方向上最重要的文章、工具有哪些？文章都看过吗？工具都分析过吗？2016-10-16http://t.cn/EzHuEP5                                 ,无,无,2018-10-21 11:16,XiaoMiPhone客户端,104,144,11
GEUUw76mU,【蠢人是不是比坏人更可怕？为什么？】《庄子》中有个故事：南海之王叫“倏”，北海之王叫“忽”，中央之王叫“浑沌”。浑沌对倏和忽很好。倏和忽想报答浑沌。他们觉得大家都有七窍，但浑沌没有，就为浑沌凿七窍。每天凿一个，七天后，七窍凿出来了，浑沌也死了。这个故事又叫《我是为你好》。2018-09-24http://t.cn/RVCOWiy                                 ,无,无,2018-10-21 11:16,XiaoMiPhone客户端,38,29,11
GEUML3ju3,【你做过最潇洒的一件事是什么？】以前在绿盟工作的时候，有一次客户过来开会。他们的业务被人有针对性地攻击，损失巨大。这次过来是请我们想办法定位犯罪团伙。因为客户比较重要，所以这边的CEO和技术、市场部门的领导都出席了。我要说的不是定位犯罪团伙的事儿——而是当时正要开会，这边一位领导的笔记本忽然不能开机了。我看了一下笔记本的型号，问了问情况，说：你有钥匙吗？给我一串钥匙。然后我把笔记本的电池卸下来，用钥匙短接了笔记本的电源触点，再把电池装回去，一按电源按钮，就顺利开机了。当时那个场面大概是这样的：2016-10-17http://t.cn/EzHjgca                  原图                             ,http://wx3.sinaimg.cn/large/53899d01ly1fwfnswpxkfj20b10gojsl.jpg,无,2018-10-21 10:57,XiaoMiPhone客户端,117,27,49
GEUMInq4D,【如何看待小米等联合声明：呼吁运营商严格打击流量劫持？】流量劫持这个生意，起源于南方某公司，至今已有十几年历史。我2004年写过一篇相关文章：http://t.cn/hbONZl做这生意的，多数是和运营商合作，也有少数和其它不可说的东西合作。具体赚钱方法很多，卖数据、发广告、推游戏、薅羊毛，甚至推恶意软件。这行里干得大的，一年能赚十几亿（现在可能不止了），比国内任何一家信息安全企业赚的都多。有人提到 HTTPS。HTTPS 如果被恰当地使用，确实能解决这个问题。但很多移动开发者不舍得买证书，就自己生成证书，然后在 APP 里信任所有证书，这就照样可以被劫持。而且干流量劫持的那些公司已经开始针对这种情况进行劫持了。2016-11-20如何看待小米等联合声明：呼吁运营商严格打击流量劫持？                                 ,无,无,2018-10-21 10:57,XiaoMiPhone客户端,37,19,7
GEUMEeZiH,【信息安全工程师有全栈一说吗？】信息安全工程师没有全栈一说，因为信息安全工程师默认就需要是全栈的。每个人都在往全栈的方向上走，只是走的阶段不同，最终能到达的地方不同而已。比如你去做安全服务工程师，而“安全服务”这四个字背后可能是任何操作系统，任何网络环境，任何异常问题。比如你去做漏洞研究，而“漏洞研究”这四个字背后可能是各种不同协议，不同格式，不同系统，不同指令集。所以这不是学一点东西就能吃一辈子的行业。具体到提问中所说的“真的有人熟知渗透测试，还能对软件/APP逆向分析，而且能够挖掘内核级别的0Day吗”，只是这三样的话，能做的人还挺多的。2016-11-24信息安全工程师有全栈一说吗？                                 ,无,无,2018-10-21 10:57,XiaoMiPhone客户端,23,13,1
GEUMD3mAF,【用工具的人能称得上的黑客吗？】“印象中高手都是自己开发工具自己用。但感觉像 Kali Linux 这一类的工具在黑客工具里很常见，那这和脚本小子都有什么区别啊？”探险家的地位并不取决于其所用的装备，而是他所达之处，还有多少人也能到达。有脚本小子，也有脚本老子。2016-12-01http://t.cn/EzHjEum                                 ,无,无,2018-10-21 10:57,XiaoMiPhone客户端,40,13,3
GEUJR7aHp,【学了信息安全专业，但听了老师的话觉得信安没有前景所以没有动力了怎么办？】“题主今年大一，学习信息安全专业。一开始拼劲满满，下定决心当一名学霸。但在第一节计算机导论课上，老师列举计算机类型时，提到了量子计算机和光子计算机，而且说如果这些计算机普及，就不需要网络安全员了。”你们老师可能并不清楚量子计算机和光子计算机是什么、能干什么，但认为自己明白并向学生布道，而这可能是由于把看科技新闻作为学习新知识的主要方法而导致的。2016-09-15学了信息安全专业，但听了老师的话觉得信安没有前景所以没有动力了怎么办？                                 ,无,无,2018-10-21 10:50,XiaoMiPhone客户端,30,7,3
GEUJP3qDT,【墨子号等组成量子通讯网络，保证绝对的信息安全，那我们还要学习信息安全，密码学和可信计算之类的专业么？】量子通信（无论是量子密钥分发，还是严格意义上的量子通信）的目标是对抗窃听信道的攻击，尤其是对抗窃听光缆。漏洞攻击、木马病毒、钓鱼欺诈……等等等等绝大多数一般人能遇上的信息安全问题和量子通信要解决的问题都没什么关系，也不是量子通信能解决的。假使你现在正在被人用漏洞攻击，刚进行到50%，有一个仙女挥动魔法棒，瞬间在全球普及了量子通信，那接下来的50%也会照常进行，无论你还是攻击者都不会感觉到任何不同。2016-08-24http://t.cn/EzHOICv                                 ,无,无,2018-10-21 10:50,XiaoMiPhone客户端,15,4,1
GEUJNf904,【不管黑客用了多少跳板，最终是不是可以通过网络运营商找出真实IP？】首先，得到“真实IP”不代表可以溯源。攻击者可以在三百米外接入一个咖啡馆的无线网络，这时候“真实IP”就是这个咖啡馆的IP。攻击者可以用盗窃或黑市购得的手机卡上网，这时候“真实IP”最多只能帮助溯源到一片相当大的区域。其次，即使存在一个能随时查看全世界所有网络运营商设备的超级网管，也仍然可以实现连“真实IP”也找不到。这就不能说太细了。2016-06-10不管黑客用了多少跳板，最终是不是可以通过网络运营商找出真实IP？                                 ,无,无,2018-10-21 10:50,XiaoMiPhone客户端,18,11,4
GEUDrCYPh,【男友表达出代孕出轨也一定要生儿子的观念，我该怎么办？】这种情况下，你还在犹豫要不要分手，看来这个男友的条件确实不错。排除家庭条件因素后，很可能综合评分在你之上，这是你犹豫的原因。如果你有条件不错的备胎，不要犹豫。如果没有备胎，并且从既往经历看很难再找到和当前这个条件接近的，而你又不想降低要求，建议你找机会男友的直系亲属接触一下。有可能的话，多接触几次。然后再综合这些情况，作出判断。2015-07-04男友表达出代孕出轨也一定要生儿子的观念，我该怎么办？                                 ,无,无,2018-10-21 10:34,XiaoMiPhone客户端,13,3,20
GEUDpyLzk,【2015 年 5 月 30 日的「黑客大战」具体情况是什么？】“之前看着说是菲律宾越南那边在挑衅，结果突然又转了180度说是国内的人造谣，根本没有这回事，然后又莫名其妙的干了一波。。。话说真相是怎么回事0.0”2014 年诺贝尔物理学奖是“发明了高效的蓝色发光二极管”。这和 2013 年的诺贝尔物理学奖“次原子粒子质量的生成机制理论”、 2012 年的诺贝尔物理学奖“能够量度和操控个体量子系统的突破性实验手法”等比起来，似乎很好懂。但其实你根本不知道他们做了什么工作、怎么做的。在餐馆看到松鼠鳜鱼，这似乎也是很好懂的。但如果觉得自己也可以做，回家试一下，很可能端出来的什么都不像的一坨，然后偷偷倒掉。“黑客大战”是介于松鼠鳜鱼和诺贝尔物理学奖之间的存在。如果你觉得你明白了，就说明你被忽悠了。2015-06-072015 年 5 月 30 日的「黑客大战」具体情况是什么？                                 ,无,无,2018-10-21 10:34,XiaoMiPhone客户端,6,5,2
GEUDpyLzk,【2015 年 5 月 30 日的「黑客大战」具体情况是什么？】“之前看着说是菲律宾越南那边在挑衅，结果突然又转了180度说是国内的人造谣，根本没有这回事，然后又莫名其妙的干了一波。。。话说真相是怎么回事0.0”2014 年诺贝尔物理学奖是“发明了高效的蓝色发光二极管”。这和 2013 年的诺贝尔物理学奖“次原子粒子质量的生成机制理论”、 2012 年的诺贝尔物理学奖“能够量度和操控个体量子系统的突破性实验手法”等比起来，似乎很好懂。但其实你根本不知道他们做了什么工作、怎么做的。在餐馆看到松鼠鳜鱼，这似乎也是很好懂的。但如果觉得自己也可以做，回家试一下，很可能端出来的什么都不像的一坨，然后偷偷倒掉。“黑客大战”是介于松鼠鳜鱼和诺贝尔物理学奖之间的存在。如果你觉得你明白了，就说明你被忽悠了。2015-06-072015 年 5 月 30 日的「黑客大战」具体情况是什么？                                 ,无,无,2018-10-21 10:34,XiaoMiPhone客户端,6,5,2
GEUDjCVjw,【怎么看待“辩论赛就是一种极端对抗另一种极端”这个说法？】拳击赛是用一种暴力对抗另一种暴力吗？辩论赛，是辩论，以及赛。以辩论赛的内容和形式，如果没有那个赛字，就非常可笑。就像十个人抢一个球往筐里扔，或者四个人围着桌子琢磨几十张硬纸片一样可笑。而作为竞技比赛，作为身体和头脑的锻炼，则是另一回事。2015-02-26怎么看待“辩论赛就是一种极端对抗另一种极端”这个说法？                                 ,无,无,2018-10-21 10:34,XiaoMiPhone客户端,15,1,1
GEUDacK4n,【白帽子和搞黑产的能成为朋友吗？所谓的道德底线在两者看来有何不同？】“朋友”是很复杂的概念，人的道德观念也非常复杂。比如说，多数自己不搞破鞋的男人是可以接受和搞破鞋的男人做朋友的，但多数自己不做贼的人很难接受和贼做朋友。具体到个别案例，某些特定的事件、经历，甚至可以让两个敌对阵营的人成为朋友。2014-05-03http://t.cn/EzHSNXQ                                 ,无,无,2018-10-21 10:34,XiaoMiPhone客户端,9,3,2
GEUwF9nyh,【网警如何找到开启了 VPN 全局代理的黑客？】举个比较极端的例子：FBI 对付暗网上的儿童色情犯罪，曾经用 Firefox 的 0Day 漏洞直接入侵了犯罪嫌疑人的电脑。这种情况用什么 VPN 也没用。但此类方法成本很高。前几年公安部搞专项行动打击境外赌博网站，我去分享过一些相关技术。所以在这里我不会讲具体细节。知道了具体方法，也就知道怎么防了。对付大多数只知道“用 VPN 能隐藏 IP 地址”的人，办法还是非常多的，我说三点：1、并不是所有系统拨了 VPN 后在所有情况下都会通过 VPN 访问网络。2、即使所有网络访问都通过 VPN，也有办法获知你的真实 IP 地址。3、即使 IP 地址没有暴露，也还有别的办法能获取可判断你真实身份的信息。2017-02-09有问题上知乎                                 ,无,无,2018-10-21 10:18,XiaoMiPhone客户端,102,150,102
GEUwEhUeU,【计算机科班出身的优势是什么？】“逛了逛知乎，发现一大堆学生转计算机专业，还都是靠自学的，虽然说计算机学科确实是需要大量自学的学科，但是这样学校设置计算机本科的意义何在呢?以及计算机科班出来的学生又有什么优势呢?”1、有对口的文凭作为入场券。2、有很多师兄师弟能帮衬你。2017-04-09计算机科班出身的优势是什么？                                 ,无,无,2018-10-21 10:17,XiaoMiPhone客户端,33,18,10
GEUwz0ekB,【影视剧中有哪些错误的医学知识？】无论国内国外电影电视，只要是打针，无论打什么药，无论扎哪儿，都是噗嗤一针扎到底，跟不要钱一样，不知是来治病的还是来解恨的。实际上为了防止针从衔接处断到肉里，注射操作原则是针顶多只能扎三分之二进去。2018-02-25http://t.cn/EzHIwlz  ,无,无,2018-10-21 10:17,XiaoMiPhone客户端,10,2,3
